sample_id,method,user_id,period_start,period_type,diversity,normalized_diversity,temporal_coverage,temporal_breadth,context_precision,faithfulness_report,answer_relevancy_report,report_tokens_used,report_generation_time,generated_text
21_week_2025-10-27,mmr_rag,21,2025-10-27,week,,,,,,0.4883720930232558,5,16399,6.044122695922852,"{""title"":""Щотижневий звіт 27.10 – 02.11.2025"",""summary"":""Цей тиждень був про повернення ритму в обох напрямах: біг поступово став регулярним і більш впевненим, а англійська — спокійнішою, практичнішою та ближчою до живого використання. У обох цілях видно схожий патерн: ти уважно слухала себе, не форсувала темп і при цьому стабільно рухалася вперед. "",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Ти багато разів виходила на легкі пробіжки, інтервали, короткі відновлювальні тренування та кілька довших дистанцій — до 8,5 км. Особливо помітні маленькі, але важливі зрушення: рівніше дихання, спокійніший темп, менше внутрішньої напруги та перехід від просто «повернення до бігу» до відчуття справжньої підготовки до півмарафону. Також ти регулярно додавала розминку, розтяжку, силові вправи для кора й ніг та відновлення, що добре підтримувало прогрес.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Ти тримала контакт з англійською через listening, speaking, граматику, лексику та коротке письмо, а ще свідомо більше опиралася на практичні теми — робота, подорожі, листи, дзвінки. Найсильніші зрушення видно в тому, що мовлення стало менш напруженим, а думки частіше складаються в прості, але зрозумілі англійські фрази без постійного перекладу в голові. Окремо тішить, що ти почала краще розуміти ключові слова й загальний зміст на слух, а також використовувати мову в більш живих, робочих контекстах.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""Це тиждень цілеспрямованого, стабільного руху без зайвої метушні. У записах багато свідомих рішень: сповільнитись, повторити, адаптувати навантаження й продовжувати практику.""},""what_worked"":[{""title"":""Легкий і свідомий біг"",""description"":""Коли ти обирала спокійний темп і слухала тіло, тренування давали відчуття контролю та впевненості, а не боротьби.""},{""title"":""Практичні теми в англійській"",""description"":""Лексика й фрази для роботи, подорожей, листів і дзвінків добре працювали, бо одразу були пов’язані з реальними ситуаціями.""},{""title"":""Повторення без тиску"",""description"":""Короткі сесії, мікс повторення й поступове повернення до складних тем допомагали не випадати з ритму навіть у втомлені дні.""},{""title"":""Speaking у безпечному форматі"",""description"":""Коли ти говорила сама з собою, у чаті або в коротких тренувальних розмовах, напруга спадала і фрази ставали природнішими.""}]}"
21_week_2025-10-20,mmr_rag,21,2025-10-20,week,,,,,,0.627906976744186,5,16520,7.031203269958496,"{""title"":""Weekly Report 20.10 – 26.10 2025"",""summary"":""Цього тижня головним фокусом було повернення до регулярного бігу в спокійному, обережному темпі та одночасне закріплення англійської через короткі, але сталі практики. У обох напрямах видно зрілий підхід: ти слухала тіло й навантаження, не форсувала результат, але все одно рухалася вперед. Особливо помітні маленькі перемоги у витривалості, стабільності та впевненості в простих діях."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня ти регулярно виходила на пробіжки, чергуючи легкий біг, інтервали, короткі кроси та відновлювальні дні. Було багато уважності до тіла: ти зменшувала дистанцію або інтенсивність, коли з’являлася втома чи дискомфорт, і додавала розтяжку, мобільність та силову підтримку для кора, сідниць і ніг.\n\nНайпомітніші маленькі перемоги — це спокійні 3–5 км, рівні темпи, перші довші відрізки майже до 7,5–8,5 км і відчуття, що півмарафон уже не здається недосяжним. Ти не просто повернула рух, а почала будувати базу з більшою витривалістю, обережністю та внутрішньою впевненістю.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Цього тижня ти підтримувала англійську через слухання, speaking, граматику та корисну лексику для роботи й подорожей. Особливо добре працювали короткі, але регулярні формати: повторення слів, міні-розмови, вправи на слухання, фрази для листів і дзвінків, а також запис власної мови на диктофон.\n\nПомітно зросла практичність навчання: ти частіше говорила без внутрішнього перекладу, краще ловила ключові слова, будувала короткі тексти й поступово робила мову живішою. Маленькі успіхи в speaking, listening і письмі підкріпили відчуття, що B2 не лише ціль, а вже реальний напрямок руху.""}],""tone"":{""word"":""Steady"",""scale"":5,""description"":""Тиждень виглядає стабільним і зібраним: у бігу та англійській було багато регулярних, спокійних дій без різких провалів у ритмі. Ти послідовно адаптувала навантаження під свій стан і завдяки цьому зберегла рух уперед.""},""what_worked"":[{""title"":""Обережний біг у розмовному темпі"",""description"":""Спокійні пробіжки без гонитви за швидкістю допомогли зберегти серію й поступово повернули відчуття контролю над диханням і темпом.""},{""title"":""Короткі повторення англійської щодня"",""description"":""Навіть 10–20 хвилин лексики, граматики чи слухання підтримували ритм і не давали випадати з процесу.""},{""title"":""Підтримка через силові та відновлення"",""description"":""Розтяжка, мобільність і силові вправи для кора та ніг допомагали почуватися зібраніше й безпечніше під час бігу.""},{""title"":""Speaking із конкретними темами"",""description"":""Розмовні вправи про роботу, подорожі та побут спрацьовували особливо добре, бо давали опору й робили мовлення природнішим.""}]}"
21_week_2025-11-17,mmr_rag,21,2025-11-17,week,,,,,,0.6060606060606061,5,16520,10.776992082595825,"{""title"":""Weekly Report 17.11 – 23.11.2025"",""summary"":""Цього тижня був сильний акцент на поверненні до регулярного бігу з обережним нарощуванням навантаження: у тренуваннях з’являлися легкі кроси, інтервали, трохи довші дистанції та відновлення. Загальне враження — спокійний, зрілий рух уперед: ти краще слухала тіло, не форсувала темп і водночас зберігала стабільність у навчанні англійської."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""За тиждень ти кілька разів поверталася до бігу в різних форматах: легкі 20–25 хвилин, інтервали, спокійні кроси й короткі відновлювальні дні. Особливо помітні маленькі перемоги в тому, що ти пробігала трохи довше, утримувала рівний темп і завершувала тренування з відчуттям спокою, а не надриву. Окремо видно, як ти краще слухала сигнали тіла: зменшувала обсяг, коли відчувала втому чи дискомфорт, і підтримувала базу через розтяжку, силові та відновлення. Це вже не просто повернення до руху, а більш доросла підготовка до півмарафону з вірою, що 21 км стають реальнішими.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Ти підтримувала регулярну практику через слухання, speaking, лексику, граматику і коротке письмо, а також кілька разів працювала з корисними темами для роботи й подорожей. Найсильніше виглядає те, що англійська стала частиною щоденного ритму: ти тренувала фрази для дзвінків, листів і коротких розмов, повторювала слова в різних форматах і все частіше думала простими англійськими конструкціями. Важливі маленькі кроки — розмови без повної паузи в голові, краща витримка на listening та більше впевненості в письмі. Це дає відчуття, що ти не просто вчиш мову, а справді користуєшся нею більш природно.""}],""tone"":{""word"":""Steady"",""scale"":5,""description"":""Тиждень виглядає рівним і зібраним: ти регулярно поверталася до двох цілей, не форсувала процес і уважно коригувала навантаження. Є відчутний рух уперед без ривків, але з хорошою стійкістю та внутрішньою дисципліною.""},""what_worked"":[{""title"":""Обережне нарощування бігу"",""description"":""Легкі кроси, інтервали та трохи довші дистанції працювали, бо ти не намагалася доводити щось темпом і краще слухала тіло.""},{""title"":""Розтяжка і відновлення після тренувань"",""description"":""Розтяжка, ходьба та відновлювальні дні допомагали зберігати стабільність і повертатися до бігу спокійніше.""},{""title"":""Практичний English для роботи й подорожей"",""description"":""Теми, пов’язані з роботою, листами, дзвінками та подорожами, добре закріплювалися, бо були одразу корисними в реальному житті.""},{""title"":""Короткі, регулярні сесії англійської"",""description"":""Міні-практика зі словами, listening або speaking працювала, бо допомагала не випадати з ритму навіть у більш втомлені дні.""}]}"
21_week_2025-11-10,mmr_rag,21,2025-11-10,week,,,,,,0.6976744186046512,5,16413,6.790032148361206,"{""title"":""Weekly Report 10.11 – 16.11.2025"",""summary"":""Цього тижня було багато спокійного, але послідовного руху в двох напрямках: повернення до регулярного бігу й зміцнення англійської практики. В обох темах помітні не лише самі тренування, а й більш зріле ставлення до процесу — із більшим спокоєм, уважністю до тіла та готовністю працювати без надриву."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня ти регулярно виходила на пробіжки, чергуючи легкий біг, інтервали, короткі кроси та відновлювальні дні. Особливо добре видно, що ти поступово нарощувала обсяг і впевненість: з’явилися спокійні 3–5 км, інтервали 5×4 хвилини, довші відрізки майже до 7,5 км і навіть 8,5 км. Окремо варто відзначити, що ти уважно слухала сигнали тіла, робила розтяжку, силову підтримку і не поспішала заради стабільності — це дуже сильна база для підготовки до півмарафону.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Ти тримала регулярний контакт з англійською через слухання, граматику, словник, письмові вправи та speaking practice. Найпомітніші маленькі перемоги — більше розмовних спроб без внутрішньої паніки, короткі діалоги з колегою й онлайн, краща робота з listening, а також відчутний прогрес у темах для роботи й подорожей. Наприкінці тижня видно, що англійська для тебе вже не окреме завдання, а частина звички, а впевненість у мовленні стала стабільнішою.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""Цей тиждень виглядає сфокусованим, бо в обох цілях було багато цілеспрямованих повторюваних дій і помітна увага до якості, а не лише до обсягу. Ти не просто робила кроки, а свідомо будувала базу, коригувала навантаження і підтримувала ритм.""},""what_worked"":[{""title"":""Спокійний, регулярний біг"",""description"":""Легкий темп, інтервали та поступове збільшення дистанції працювали добре, бо давали прогрес без зайвого надриву.""},{""title"":""Слухати тіло замість форсування"",""description"":""Коли ти зменшувала обсяг, робила відновлення або завершувала раніше через дискомфорт, це допомагало зберігати стабільність і не ламати процес.""},{""title"":""Щоденний контакт з англійською"",""description"":""Короткі, але регулярні сесії — повторення слів, listening, speaking і невеликі тексти — краще підтримували ритм, ніж рідкі довгі ривки.""},{""title"":""Практична лексика"",""description"":""Слова й фрази для роботи, подорожей і реальних ситуацій добре закріплювались, бо одразу мали приклад застосування.""}]}"
21_week_2025-12-29,mmr_rag,21,2025-12-29,week,,,,,,0.28,3,7489,5.472980737686157,"{""title"":""Weekly Report 29.12.2025 – 04.01.2026"",""summary"":""Цього тижня основний фокус був на м’якому поверненні до регулярного бігу та відновленні впевненості в русі. З текстів видно багато уважності до темпу, дихання й самопочуття, а також поступове зміцнення відчуття, що підготовка до півмарафону справді знову набирає форму."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Було зроблено кілька легких і обережних пробіжок, зокрема інтервали, короткі кроси та спокійні дистанції з паузами або без них. Особливо помітні маленькі перемоги в контролі темпу, рівнішому диханні та здатності завершувати тренування без зайвої напруги. Також з’явилися силові й відновлювальні елементи, які підтримують біг і роблять підготовку більш цілісною.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""Тиждень звучить зібрано й усвідомлено: багато рішень ухвалювалися з уваги до тіла, темпу й відновлення. Є відчутний рух уперед без поспіху, що добре відповідає підготовчому етапу.""},""what_worked"":[{""title"":""Легкий темп із контролем відчуттів"",""description"":""Спокійний біг із уважністю до дихання, пульсу й кроку допомагав зберігати стабільність без перенапруження.""},{""title"":""Чергування бігу й ходьби"",""description"":""Інтервали з паузами між відрізками давали змогу поступово нарощувати витривалість і завершувати тренування впевнено.""},{""title"":""Відновлення та мобільність"",""description"":""Розтяжка, ходьба, ролер і легка мобільність підтримували ноги та допомагали повертатися до бігу спокійніше.""},{""title"":""Силова підтримка для бігу"",""description"":""Силові вправи для кора, сідниць, ніг і корпусу зміцнювали базу, яка потрібна для комфортної підготовки до півмарафону.""}]}"
21_week_2026-01-05,mmr_rag,21,2026-01-05,week,,,,,,0.37037037037037035,3,7498,5.507635831832886,"{""title"":""Weekly Report 05.01 – 11.01"",""summary"":""Цього тижня головним фокусом було м’яке повернення до регулярного бігу з уважністю до тіла та темпу. Помітно, що тренування будувалися навколо стабільності, обережного нарощування навантаження і спокійного ставлення до змін самопочуття. "",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""За тиждень було кілька коротких і помірних пробіжок, зокрема легкі 2 км, інтервали з ходьбою, 20-хвилинні виходи та спокійні відрізки в розмовному темпі. Особливо добре видно повернення ритму: з’являлися рівніше дихання, спокій замість напруги й відчуття, що тіло знову слухається. Маленькими, але важливими кроками вже формується база під довші дистанції.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""Тиждень виглядає зосередженим і дуже практичним: багато уважності до темпу, самопочуття та відновлення. Є чітке відчуття руху до мети без поспіху, але з помітною послідовністю.""},""what_worked"":[{""title"":""Спокійний темп"",""description"":""Легкий і розмовний темп допомагав тримати біг стабільним і без напруги, навіть коли з’являлася втома чи хвилювання.""},{""title"":""Чергування бігу й ходьби"",""description"":""Інтервали з паузами між відрізками дозволяли залишатися в русі та поступово повертати витривалість без перевантаження.""},{""title"":""Уважність до сигналів тіла"",""description"":""Коли з’являвся дискомфорт або важкість у ногах, корекція дистанції чи інтенсивності допомагала зберігати регулярність і не ламати процес.""},{""title"":""Підтримувальні силові й мобільність"",""description"":""Розтяжка, легка мобільність і силове для кора та сідниць добре доповнювали біг і створювали відчуття більш зібраного тіла.""}]}"
21_week_2025-11-24,mmr_rag,21,2025-11-24,week,,,,,,0.675,5,16530,7.469202756881714,"{""title"":""Щотижневий звіт 24.11 – 30.11.2025"",""summary"":""Цього тижня був помітний рух у двох напрямках: повернення до регулярного бігу та зміцнення англійської через системну практику. В обох цілей видно спільний патерн — спокійна дисципліна, більше впевненості й краща здатність адаптувати навантаження під свій стан.\n\nНайсильніше проявилися сталість, уважність до тіла та звичка не зупинятися через дрібні труднощі. Це був тиждень, у якому маленькі кроки складалися в відчутний прогрес."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня було багато спокійних пробіжок, інтервалів і коротких відновлювальних днів, що допомогло тримати ритм без надриву. Помітні маленькі перемоги — повернення до рівного темпу, кілька тренувань без зупинок, а також більш свідоме ставлення до навантаження, коли ти зменшувала обсяг або сповільнювалася за відчуттями.\n\nОсобливо цінно, що з’являється більше внутрішньої впевненості: ти вже спокійніше реагувала на втому, погодні умови й окремі сигнали тіла, не втрачаючи регулярності. Це виглядає як справжня база під півмарафон, а не просто повернення до руху.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Тиждень був насичений практикою в різних форматах: слухання, speaking, граматика, лексика для роботи й подорожей, письмові вправи та короткі розмови. Найбільший прогрес видно в тому, що ти частіше говориш простіше, але впевненіше, краще ловиш загальний зміст на слух і вже менше боїшся помилок.\n\nСильними сигналами росту стали готові шаблони для роботи, більш природні фрази в письмі, а також відчуття, що мова поступово стає автоматичнішою. Це не разовий прорив, а стабільне наближення до B2 через регулярну, прикладну практику.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""Період виглядає зібраним і цілеспрямованим: є регулярність, чіткі формати роботи й помітне вміння тримати курс навіть у дні втоми. Особливо відчувається, що обидві цілі рухаються не хаотично, а через свідому, послідовну практику.""},""what_worked"":[{""title"":""Спокійний темп у бігу"",""description"":""Легкі пробіжки, інтервали й відновлювальні дні працювали добре, бо давали змогу зберігати регулярність без перевантаження.""},{""title"":""Слухання англійської в різних форматах"",""description"":""Подкасти, відео, діалоги й аудіо допомагали краще вловлювати ключові слова та звикати до живої мови.""},{""title"":""Практика speaking без страху помилок"",""description"":""Короткі розмови, перекази й говоріння сама з собою знімали внутрішню напругу й поступово робили мовлення вільнішим.""},{""title"":""Прикладна лексика для роботи й подорожей"",""description"":""Теми, пов’язані з офісом, зустрічами, аеропортом і бронюванням, добре закріплювалися, бо одразу були пов’язані з реальним життям.""}]}"
21_week_2025-12-22,mmr_rag,21,2025-12-22,week,,,,,,0.65,3,7533,4.943318128585815,"{""title"":""Weekly Report 22.12 – 28.12"",""summary"":""Цього тижня фокус був на м’якому, але стабільному поверненні до бігу: короткі легкі пробіжки, обережне нарощування обсягу та уважність до самопочуття. Загальне враження — спокійний прогрес із відчутним зростанням впевненості: рух уже не здається випадковим, а поступово стає частиною режиму."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня було кілька бігових виходів у дуже різних умовах: легкі 20–25 хвилин, інтервали, спокійні 2–3 км і перші довші відрізки майже до 4 км. Особливо помітно, що з’являються маленькі, але важливі ознаки форми: рівніше дихання, спокійніший темп і більше довіри до власного тіла.Також добре спрацювало уважне ставлення до навантаження — розминка, розтяжка, скорочення дистанції за потреби та відновлювальні дні допомогли зберегти ритм без зайвого тиску. Маленькі перемоги тут не лише в кілометрах, а й у тому, що кожне тренування завершувалося з відчуттям контролю та руху вперед.""}],""tone"":{""word"":""Steady"",""scale"":5,""description"":""Тиждень виглядає рівним і зібраним: було багато обережних, але послідовних виходів на біг, а також свідоме відновлення. Це не ривок, а стійке накопичення форми й упевненості.""},""what_worked"":[{""title"":""Легкий темп"",""description"":""Спокійний біг без гонитви за результатом допомагав тримати ритм і завершувати тренування з хорошим відчуттям у тілі.""},{""title"":""Уважність до сигналів тіла"",""description"":""Коли з’являвся дискомфорт або втома, зменшення дистанції чи інтенсивності дозволяло зберегти стабільність і не втрачати процес.""},{""title"":""Розминка та відновлення"",""description"":""Коротка розминка, розтяжка й відновлювальні дні підтримували регулярність і робили наступні пробіжки комфортнішими.""}]}"
21_week_2025-12-01,mmr_rag,21,2025-12-01,week,,,,,,0.5609756097560976,5,16425,6.618994474411011,"{""title"":""Weekly Report 01.12 – 07.12"",""summary"":""Цього тижня було багато спокійного, але дуже змістовного руху в обох цілях: біг повертався в регулярний ритм, а англійська ставала більш автоматичною й упевненою. У фокусі були стабільність, обережне нарощування навантаження та практика без надриву — саме це дало відчутний прогрес."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня ти регулярно виходила на біг у різних форматах: короткі легкі пробіжки, інтервали, відновлювальні дні, а також обережне збільшення дистанції до майже 4 км. Окремо тішить, що ти не тільки бігала, а й додавала розтяжку, силові для кора та сідниць, мобільність і відновлення — тобто будувала справжню базу під півмарафон. Найсильніші моменти — рівні відрізки без паніки, перші відчуття спокою замість напруги та кілька тренувань, після яких з’являлося відчуття повернення форми.""},{""goal_id"":49,""name"":""Вивчити англійську до рівня B2"",""summary"":""Ти тримала регулярну практику через граматику, listening, speaking, лексичні повторення та коротке письмо, причому часто використовувала дуже практичні теми: робота, подорожі, дзвінки, листи, small talk. Помітно, що англійська стала менш “окремим заняттям” і більше частиною дня: ти тренувала мову уривками, у дорозі, вголос, у чатах і в коротких розмовах. Найважливіші маленькі перемоги — більше усного мовлення, менше пауз, краща впізнаваність знайомих конструкцій і відчуття, що B2 уже реально досяжний.""}],""tone"":{""word"":""Focused"",""scale"":5,""description"":""Тиждень виглядає сфокусованим, бо в обох напрямах була системна, цілеспрямована робота з конкретними форматами практики. Багато рішень були про розумний темп, повторення й закріплення, а не про ривок заради ривка.""},""what_worked"":[{""title"":""Легкі регулярні пробіжки"",""description"":""Короткі, спокійні виходи на біг допомагали тримати серію й поступово повертати витривалість без зайвого тиску.""},{""title"":""Інтервали й темпові відрізки"",""description"":""Короткі прискорення та інтервали додавали впевненості й показували, що тіло вже може працювати трохи інтенсивніше.""},{""title"":""Відновлення як частина плану"",""description"":""Розтяжка, мобільність, ходьба й уважність до сигналів тіла допомогли зберігати стабільність і не накопичувати перевантаження.""},{""title"":""Практична англійська для роботи й подорожей"",""description"":""Фрази для листів, дзвінків, small talk і travel-лексика добре працювали, бо були напряму пов’язані з реальними ситуаціями.""}]}"
21_week_2026-01-12,mmr_rag,21,2026-01-12,week,,,,,,0.275,3,7491,4.661116123199463,"{""title"":""Weekly Report 12.01.2026 – 18.01.2026"",""summary"":""Цього тижня головним фокусом було м’яке повернення до регулярного бігу без поспіху та без тиску на результат. У записах багато уваги до стабільності, обережності й довіри до тіла: короткі легкі пробіжки, інтервали, розминка, розтяжка та відновлення допомагали зберігати ритм і поступово нарощувати впевненість."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня було зроблено кілька легких і помірних пробіжок, зокрема інтервали, короткі кроси та спокійні дистанції без зупинок. Помітно, що темп і дихання поступово вирівнюються, а біг стає більш керованим і менш напруженим. Особливо цінні маленькі перемоги: вихід на тренування попри втому, стабільне завершення пробіжок і перші відчуття, що півмарафон уже виглядає як реальний план.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""Цей тиждень виглядає зосередженим і цілеспрямованим: у записах багато свідомих рішень про темп, відновлення та обережне нарощування навантаження. Є чітке відчуття процесу, де кожне тренування працює на повернення форми й підготовку до півмарафону.""},""what_worked"":[{""title"":""Легкий темп і контроль дихання"",""description"":""Спокійний біг допомагав тримати ритм без зайвого напруження, а рівніше дихання стало помітною ознакою прогресу.""},{""title"":""Інтервали з ходьбою"",""description"":""Чергу­вання бігу й ходьби дозволяло тренувати витривалість м’яко й без паніки, що особливо підтримувало впевненість.""},{""title"":""Розминка, розтяжка й відновлення"",""description"":""Коротка підготовка перед бігом і відновлення після нього допомагали берегти тіло та підтримувати регулярність без перевантаження.""}]}"
21_week_2026-01-19,mmr_rag,21,2026-01-19,week,,,,,,0.3611111111111111,3,7556,4.680362939834595,"{""title"":""Weekly Report 19.01 – 25.01 2026"",""summary"":""Цього тижня головним фокусом було м’яке й дуже свідоме повернення до регулярного бігу. У записах багато спокійних коротких пробіжок, обережного нарощування дистанції, інтервалів і відновлення — усе це створює відчуття стабільного, розумного руху вперед. Загальне враження: тиждень дав більше впевненості, рівніший ритм і помітно краще відчуття тіла."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Було зроблено багато конкретних кроків для повернення форми: легкі пробіжки, інтервали, темпові відрізки, довші кроси та відновлювальні дні. Особливо помітні маленькі перемоги в тому, що темп стає рівнішим, дихання — стабільнішим, а дистанції поступово зростають без поспіху. Паралельно з бігом з’явилося більше уважності до розтяжки, силової роботи й відновлення, що добре підтримує підготовку до півмарафону.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""Підхід був дуже зібраний і цілеспрямований: у центрі стояли регулярність, обережне збільшення навантаження та уважність до відчуттів. Це не хаотичний тиждень, а серія свідомих рішень, які поступово будують основу під півмарафон.""},""what_worked"":[{""title"":""Спокійні легкі пробіжки"",""description"":""Саме легкий темп допомагав зберігати стабільність і не перегружати тіло, навіть коли енергії було менше.""},{""title"":""Інтервали та короткі прискорення"",""description"":""Короткі інтенсивні відрізки додавали впевненості й показували, що тіло вже нормально відгукується на роботу.""},{""title"":""Відновлення і розтяжка"",""description"":""Розтяжка, мобільність і спокійні дні підтримували відчуття безпеки та допомагали повертатися до бігу без зайвого напруження.""},{""title"":""Обережне збільшення дистанції"",""description"":""Коли дистанція потроху зростала, з’являлося відчуття реального прогресу й ближчої підготовки до півмарафону.""}]}"
21_week_2026-02-02,mmr_rag,21,2026-02-02,week,,,,,,0.5333333333333333,3,7500,5.073183298110962,"{""title"":""Weekly Report 02.02 – 08.02"",""summary"":""Цього тижня головним фокусом було м’яке й дисципліноване повернення до регулярного бігу з уважністю до тіла. У записах багато спокійних, обережних пробіжок, інтервалів і відновлення, а також помітне зростання впевненості: рух уже відчувається як стабільна частина режиму."",""goals"":[{""goal_id"":48,""name"":""Повернути регулярний біг і підготуватися до півмарафону"",""summary"":""Протягом тижня було зроблено кілька легких пробіжок, інтервальні відрізки та короткі тренування з ходьбою, розминкою й розтяжкою. Особливо цінно, що біг зберігався навіть у дні з втомою, дощем чи після роботи — у спокійному темпі й без спроб щось доводити. Помітні маленькі кроки вперед: рівніше дихання, більш упевнений ритм, відчуття, що повернення до форми справді триває.""}],""tone"":{""word"":""Focused"",""scale"":6,""description"":""Тиждень виглядає зосередженим і цілеспрямованим: у кожному записі є уважність до навантаження, тіла й режиму. Є стабільний рух уперед без поспіху, а також чітке відчуття, що підготовка до півмарафону вже переходить із наміру в практику.""},""what_worked"":[{""title"":""Легкий темп"",""description"":""Спокійні пробіжки без гонитви за швидкістю допомагали тримати регулярність і слухати тіло.""},{""title"":""Інтервали з ходьбою"",""description"":""Чергування бігу й ходьби дозволяло повертатися до навантаження без зайвого напруження й додавало впевненості.""},{""title"":""Розминка та розтяжка"",""description"":""Коротка підготовка перед бігом і відновлення після нього підтримували відчуття безпеки та зібраності.""},{""title"":""Гнучке коригування навантаження"",""description"":""Коли з’являлася втома чи дискомфорт, зменшення дистанції або темпу допомагало не випадати з ритму.""}]}"
